Breed,Type_of_disorder,Disease,Predisposition_to_disease,Size,Group_UK,Group_AKC,Alternative_breed_names
australian kelpie,inherited nervous system disorders,globoid cell leukodystrophy,have an increased incidence,none,none,foundation stock service,"australian kelpie, kelpie, barb, farmer dog, australian kelpie"
australian kelpie,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),may be inherited,none,none,foundation stock service,"australian kelpie, kelpie, barb, farmer dog, australian kelpie"
australian stumpy tail cattle dog,none,none,none,medium,pastoral,foundation stock service,"australian stumpy tail cattle dog, stumpy tail cattle dog, stumpy, stumpy-tail, heeler, australian cattle dog"
bavarian mountain scent hound,none,achondroplasia,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,acute moist dermatitis,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,anomaly of third cervical vertebra,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,behavioral abnormalities,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,bloat,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited immune disorders,severe combined immunodeficiency (scid),none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited disorders of the urinary and reproductive systems,cryptorchidism,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,ectropion,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,entropion,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited musculoskeletal disorders,eosinophilic panosteitis,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited nervous system disorders,epilepsy,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,eversion of nictitating membrane,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,factor vii deficiency,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,gastric torsion,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,glaucoma,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited nervous system disorders,globoid cell leukodystrophy,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited blood disorders,hemolytic anemia,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited blood disorders,hemophilia a,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,hypercholesterolemia,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,addison's disease (hypoadrenocorticism),none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited endocrine disorders,hypothyroidism,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,immunoglobulin a deficiency,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,immunoglobulin g deficiency,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,immunoglobulin m deficiency,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,inguinal hernia,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,intussusception,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,lens luxation,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,lung torsion,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,osteochondritis dissecans,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,osteochondrosis,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,osteodystrophy,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited musculoskeletal disorders,panosteitis,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,patella luxation,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,persistent pupillary membrane,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,platelet disorder,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,sebaceous cyst,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,thrombocytopathy,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,umbilical hernia,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,inherited blood disorders,von willebrand's disease,none,medium,hound,foundation stock service,bavarian mountain scent hound
bavarian mountain scent hound,none,spondylolisthesis (wobbler's syndrome),none,medium,hound,foundation stock service,bavarian mountain scent hound
belgian laekenois,none,abnormal copper metabolism,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,atresia of nasolacrimal puncta,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,cataract,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,distichiasis,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,ectropion,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,lacrimal duct atresia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,microphthalmia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,nasolacrimal puncta atresia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,osteogenesis imperfecta,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,recessive retinal dysplasia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,renal cortical hypoplasia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,none,retinal detachment,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian laekenois,inherited eye disorders,retinal dysplasia,none,medium-large,pastoral,miscellaneous class,"belgian laekenois, laekenois, belgian shepherd dog (laeken), chien de berger belge"
belgian malinois,inherited musculoskeletal disorders,hip dysplasia,have an increased incidence,none,none,pastoral,"belgian malinois, (chien de berger belge), mechelaar, mechelse herder, mechelse scheper, pastor belga malinois, belgian malinois"
belgian malinois,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,none,none,pastoral,"belgian malinois, (chien de berger belge), mechelaar, mechelse herder, mechelse scheper, pastor belga malinois, belgian malinois"
belgian malinois,inherited eye disorders,retinal dysplasia,have an increased incidence,none,none,pastoral,"belgian malinois, (chien de berger belge), mechelaar, mechelse herder, mechelse scheper, pastor belga malinois, belgian malinois"
belgian tervuren,inherited eye disorders,cataract,have an increased incidence,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited eye disorders,pannus,most important,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),may be inherited,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited skin disorders,vitiligo,have an increased incidence,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited nervous system disorders,idiopathic epilepsy,most important,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited nervous system disorders,epilepsy,none,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited musculoskeletal disorders,hip dysplasia,none,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited endocrine disorders,hypothyroidism,none,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,inherited musculoskeletal disorders,muscular dystrophy,none,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
belgian tervuren,none,retinal detachment,none,none,none,pastoral,"belgian tervuren, chien de berger belge, belgian tervuren"
